title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Damul,tt0088986,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Damul_poster.jpg/220px-Damul_poster.jpg,https://en.wikipedia.org/wiki/Damul,Damul,Damul,0,1985,106,Drama,7.5,98.0,Damul (Bonded Until Death) highlights the ill effects of Bonded Labour System while narrating the story of a bonded labour who is left with no choice but to steal by his landlord.,Damul (Bonded Until Death) highlights the ill effects of Bonded Labour System while narrating the story of a bonded labour who is left with no choice but to steal by his landlord.,,Annu Kapoor|Sreela Majumdar|Deepti Naval|,2 wins,October 1985 (USA)
Ghar Dwaar,tt0231645,,https://en.wikipedia.org/wiki/Ghar_Dwaar,Ghar Dwaar,Ghar Dwaar,0,1985,153,Drama,7.5,34.0,Dhanraj resides with his two brothers  Chander and Ketan  his sister  Asha  and wife  Savitri  in their family home. Dhanraj wants Chander and Ketan to study and get better jobs  so he slogs away at work  and also finds part-time work to keep the in-flow to sustain his family and pay for their education. But this is not enough and a choice must be made to allow only one brother to carry on studying. Ketan feigns an illness and let's Chander continue on to become an engineer  and eventually gets married to the only daughter  Chanda  of a multi-millionaire widow. Things do not go as planned and Chanda and her mother face humiliation after humiliation at the hands of Dhanraj and his family. Chanda swears to avenge this by destroying the love that binds this family. Watch as Chanda works on each family member individually with the hopes of separating them and dividing their love - so that she can live alone with Chander.,Dhanraj resides with his two brothers  Chander and Ketan  his sister  Asha  and wife  Savitri  in their family home. Dhanraj wants Chander and Ketan to study and get better jobs  so he ...                    ,,Tanuja|Sachin|Raj Kiran|Shoma Anand|Ashok Saraf|Shraddha Verma|Shreeram Lagoo|Jayshree T.|Ashalata Wabgaonkar|Tun Tun|Brahmachari|Coca Cola|Jugnu|Dinesh Hingoo|,,14 August 1985 (India)
Geraftaar,tt0089194,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Geraftaarfilm.jpg/220px-Geraftaarfilm.jpg,https://en.wikipedia.org/wiki/Geraftaar,Geraftaar,Geraftaar,0,1985,167,Action|Drama,6.1,386.0,Kishan Kumar Khanna is a well-rate film actor who falls head over heels in love with young  beautiful and attractive Anuradha Saxena much to the dislikeness of her gangster brother who wastes no time in entrapping Kishan in a web of lies and deceits and gets him imprisoned for life. While in jail  Kishan reaches up with his long lost elder brother Karan who has been sentenced for life charged with murdering the Police Commissioner son  Vijay Sinha. Together they both plotted a scheme which will only benefit them in granting revenge from there perpetrators.,Kishan Kumar Khanna is a well-rate film actor who falls head over heels in love with young  beautiful and attractive Anuradha Saxena much to the dislikeness of her gangster brother who ...                    ,,Kamal Haasan|Poonam Dhillon|Madhavi|Ranjeet|Shakti Kapoor|Kader Khan|Nirupa Roy|Aruna Irani|Rabia Amin|Renu Joshi|Om Shivpuri|Satyendra Kapoor|Pinchoo Kapoor|Sharat Saxena|,,13 September 1985 (India)
Ghulami,tt0089201,https://upload.wikimedia.org/wikipedia/en/0/0a/Ghulami_poster.jpg,https://en.wikipedia.org/wiki/Ghulami,Ghulami,Ghulami,0,1985,199,Action,7.2,397.0,Set in Rajasthan  deals with six characters who deal with their struggle with identity in a caste oppressed society regardless of their contribution towards the society.,Set in Rajasthan  deals with six characters who deal with their struggle with identity in a caste oppressed society regardless of their contribution towards the society.,,Dharmendra|Mithun Chakraborty|Naseeruddin Shah|Reena Roy|Smita Patil|Anita Raj|Kulbhushan Kharbanda|Raza Murad|Om Shivpuri|Avtar Gill|Bharat Kapoor|Rajan Haksar|Mazhar Khan|Sulochana Latkar|,1 nomination,28 June 1985 (India)
Haqeeqat (1985 film),tt0260064,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Haqeeqat1985film.jpg/220px-Haqeeqat1985film.jpg,https://en.wikipedia.org/wiki/Haqeeqat_(1985_film),Haqeeqat,Haqeeqat,0,1985,148,Crime|Drama,4.6,14.0,Inspector Arjun Singh  meritorious and honest  is assigned the duty of Inspector-In-Charge of a police station in a community that is rife with crime. Arjun soon brings law and order to this region  which bring him in the bad books of local politician Azghar Pandey  the Superitendent of Police  Surajpal Singh  and various other powerful and influential people. Arjun meets with Bharti  a woman forced into prostitution  and both get married. Then the forces of oppression owned and controlled by Azghar take over  Arjun is severelly beaten and is taken to a hospital that is governed by former convicted killer  Dr. Mathur  who is known for killing more patients than for curing them  and it is here that Arjun and the community will be put to test whether the truth and justice win or if harsh reality is death to the good people.,Inspector Arjun Singh  meritorious and honest  is assigned the duty of Inspector-In-Charge of a police station in a community that is rife with crime. Arjun soon brings law and order to ...                    ,,Asrani|Raj Babbar|Beena Banerjee|Bindu|Birbal|Chandrashekhar|Prem Chopra|Leena Das|C.S. Dubey|Dulari|Dinesh Hingoo|Jeetendra|Bharat Kapoor|Pinchoo Kapoor|,,
Hoshiyar,tt0257763,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Hoshiyar_%281985_film%29.jpg/220px-Hoshiyar_%281985_film%29.jpg,https://en.wikipedia.org/wiki/Hoshiyar,Hoshiyar,Hoshiyar,0,1985,147,Comedy,4.6,27.0,Sitadevi lives a comfortable life with her husband and two sons  Rakesh and Rajesh. While celebrating the birth of one of her son's  her husband gets killed in an automobile accident  and his friends  Dhartiraj and Malpani capriciously take over his estate and ask Sitadevi and her sons to leave. While leaving by train  Sitadevi and Rakesh are separated from Rajesh during an accident. Years later  Rakesh grows up to be a singer  while Rajesh lives a life of crime  and is the hit-man of none other than Dhartiraj. When Dhartiraj's only daughter  Jyoti  falls in love with Rakesh  Dhartiraj arranges to meet with him  and tentatively agrees to this marriage. Rakesh does not know that Dhartiraj has already finalized Jyoti's marriage with Malpani's son  and has made arrangements for Rakesh to be killed by none other than Rajesh.,Sitadevi lives a comfortable life with her husband and two sons  Rakesh and Rajesh. While celebrating the birth of one of her son's  her husband gets killed in an automobile accident  and ...                    ,,Jeetendra|Shatrughan Sinha|,,9 January 1985 (India)
Hum Dono (1985 film),tt0087434,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/HumDonafilm.png/220px-HumDonafilm.png,https://en.wikipedia.org/wiki/Hum_Dono_(1985_film),Hum Dono,Hum Dono,0,1985,156,Comedy|Family|Musical,6.5,46.0,Raja (Khanna) discovers that his face is similar to that of Dr. Shekhar  one of the top earning doctors of Bombay. He somehow manages to take his place  but discovers that even Dr. Shekhar has problems of his own.,Raja (Khanna) discovers that his face is similar to that of Dr. Shekhar  one of the top earning doctors of Bombay. He somehow manages to take his place  but discovers that even Dr. Shekhar has problems of his own.,,Rajesh Khanna|Hema Malini|Reena Roy|Johnny Walker|Jagdeep|Mukri|Mohan Choti|Om Shivpuri|Roopesh Kumar|Keshto Mukherjee|Asit Kumar Sen|Shubha Khote|Birbal|Dinesh Hingoo|,1 nomination,22 March 1985 (India)
Insaaf Main Karoonga,tt0243333,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/InsaafMainKaroonga.png/220px-InsaafMainKaroonga.png,https://en.wikipedia.org/wiki/Insaaf_Main_Karoonga,Insaaf Main Karoonga,Insaaf Main Karoonga,0,1985,\N,Crime|Mystery|Thriller,6.8,32.0,Ravi makes a second attempt at killing the culprit who drove his wife to suicide. But  he is under army officer's watch in hospital.,Ravi makes a second attempt at killing the culprit who drove his wife to suicide. But  he is under army officer's watch in hospital.,,Rajesh Khanna|Padmini Kolhapure|Tina Ambani|Shakti Kapoor|Joy Mukherjee|Aruna Irani|Om Shivpuri|Tej Sapru|Chandrashekhar|Bob Christo|Mohan Choti|Leena Das|Akela Singh|,,
Hum Naujawan,tt0154620,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Hum_Naujawan.jpg/220px-Hum_Naujawan.jpg,https://en.wikipedia.org/wiki/Hum_Naujawan,Hum Naujawan,Hum Naujawan,0,1985,137,Drama|Thriller,5.2,66.0,Following the brutal rape and subsequent death of his only child  a daughter named Priya  in the Oceanic College  Professor Hans applies for a job as Principal  and is hired. He starts his own investigation  and comes across several clues linking a college student named Shammi to Priya and her death. He hands over these clues to Police Commissioner Khan. In turn  Khan hands them over to Home Minister  Desai  who is none other than Shammi's dad  and he destroys this evidence. When Hans continues to point his finger at Shammi  the students call for a strike  and Reshmi  a beautiful and stunning young collegian alleges that Hans has been intimate with her.,A Proffessor searching for his missing daughter later he comes to know that she is not alive and he knows whp is responsible for that but doesnot have the evidence  later the culprit is caught red handed.,,Dev Anand|Bunty Behl|Richa Sharma|Anupam Kher|Zarina Wahab|Atlee Brar|Tabu|Shreeram Lagoo|Ramesh Deo|Leena Das|Pinchoo Kapoor|Bharat Kapoor|Dinesh Hingoo|Tabassum|,,18 November 1985 (India)
Jaan Ki Baazi,tt0361761,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/JaanKiBaazifilm.jpg/220px-JaanKiBaazifilm.jpg,https://en.wikipedia.org/wiki/Jaan_Ki_Baazi,Jaan Ki Baazi,Jaan Ki Baazi,0,1985,139,Action,4.5,31.0,A girl is saved by a young man this experience brings them together. Their union faces obstacles in the future.,A girl is saved by a young man this experience brings them together. Their union faces obstacles in the future.,,Sanjay Dutt|Anita Raj|Anuradha Patel|Gulshan Grover|Shafi Inamdar|Dan Dhanoa|Goga Kapoor|Manik Irani|Swaroop Sampat|Rakesh Bedi|,,25 October 1985 (India)
Jhoothi,tt0244567,,https://en.wikipedia.org/wiki/Jhoothi,Jhoothi,Jhoothi,0,1985,136,Comedy,6.7,115.0,,Add a Plot »,,Rekha|Raj Babbar|Amol Palekar|Supriya Pathak|Deven Verma|Prema Narayan|Madan Puri|Gopi Desai|Goga Kapoor|Rasik Dave|Shammi|Dina Pathak|Manmauji|Suresh Chatwal|,,23 September 1985 (India)
Kabhie Ajnabi The,tt0292036,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Kabhi_Ajnabi_The_film_poster.jpg/220px-Kabhi_Ajnabi_The_film_poster.jpg,https://en.wikipedia.org/wiki/Kabhi_Ajnabi_The,Kabhi Ajnabi Thé,Kabhi Ajnabi Thé,0,1985,\N,Romance|Sport,5.0,10.0,Sandeep is a famous cricketer in love with Asha whose the daughter of a industrialist who wants her to marry to Shakti.But agree's to marry Asha to Sandeep Sandeep tells Asha's father that his father is know more and he is living with his mother.Shakti who finds that Asha wont marry him breaks the news to Sandeep's father whose alive.During the meeting of Asha and Sandeep's parents Sandeep's real father turns up and tells that he is very much alive and his wife married another man due to his drinking habits which leaves Asha and her father upset as Sandeep didn't share the truth.Shakti finds Asha still loves Sandeep and sends goons to beat him who break his leg leaving his career in guise.Sandeep finds from Asha's father that she wont marry him anymore and leaves the town an moves to another place where he meets Geeta an aspiring singer.,Sandeep is a famous cricketer in love with Asha whose the daughter of a industrialist who wants her to marry to Shakti.But agree's to marry Asha to Sandeep Sandeep tells Asha's father that ...                    ,,Poonam Dhillon|Sandeep Patil|Debashree Roy|Iftekhar|Ram P. Sethi|Ramesh Deo|Seema Deo|Narendra Nath|Syed Kirmani|Birbal|Jugnu|Inderjit Ahuluwalia|Chunnu Mehra|Raj Anand|,,
Jaanoo,tt0359492,,https://en.wikipedia.org/wiki/Jaanoo,Jaanoo,Jaanoo,0,1985,\N,Drama|Family|Romance,5.6,19.0,A love triangle that involves a poor TV repairman and two women who both hail from affluent families.,A love triangle that involves a poor TV repairman and two women who both hail from affluent families.,,Jackie Shroff|Kushboo|Rati Agnihotri|Saeed Jaffrey|Sulabha Deshpande|Anupam Kher|Beena Banerjee|Iftekhar|Yunus Parvez|,,30 October 1985 (India)
Karishma Kudrat Kaa,tt0496523,https://upload.wikimedia.org/wikipedia/en/d/df/Karishma_Kudrat_Kaa.jpg,https://en.wikipedia.org/wiki/Karishma_Kudrat_Kaa,Karishma Kudrat Kaa,Karishma Kudrat Kaa,0,1985,185,Action|Drama,6.3,46.0,Vijay is a simple-minded widower who lives in a small rural town in India with his unmarried sister  Radha; his son; and his widowed mom. Radha is soon to be married to Sub-Inspector Raj. One day Vijay witnesses a killing of a young child by notorious bandit Bhagad Singh  and chides him. As a result  Bhagad and his gang severely beat him up  and only spare his life after Vijay's mom begs them to forgive him. But Lala Dayaluram hires Bhagad to ensure that Vijay and his family leave the town  and when they refuse Vijay is abducted  severely beaten and left for dead. An escaped convict and killer named Karan  who happens to be Vijay's exact look-alike  sees the unconscious Vijay  and decides to assume his identity  stabs him  and throws him to his death from atop a cliff. Karan then goes to live with his family. The motive for Karan to live here is merely to hide under Vijay's name until the police give up their manhunt for him. No one really notices the change in Vijay. Karan starts to ...,Vijay is a simple-minded widower who lives in a small rural town in India with his unmarried sister  Radha; his son; and his widowed mom. Radha is soon to be married to Sub-Inspector Raj. ...                    ,,Rati Agnihotri|Urmila Bhatt|Mithun Chakraborty|Dharmendra|Deep Dhillon|Dinesh Hingoo|Saeed Jaffrey|Jankidas|Shakti Kapoor|Padma Khanna|Raj Kishore|Praveen Kumar|Lalita Kumari|Makarnai|,,1985 (India)
Lava (1985 film),tt0089465,,https://en.wikipedia.org/wiki/Lava_(1985_film),Lava,Lava,0,1985,\N,Drama|Family,5.2,20.0,Amar lives a poor lifestyle with his widowed mom in India  he is unemployed  does not make enough effort to find a job  and spends most of his time with his sweetheart  Rinku Dayal. When his mom finds out that he has been writing love letters  she asks him to introduce his girlfriend  which he does. She approves of Rinku and would like both of them to get married  she also warns Rinku that Amar is fated to die under water and must keep away from all lakes  rivers  and swimming pools at all costs  as he cannot swim. Then a few days later  Amar accidentally falls down in a river  is swept through a waterfall and is believed to be dead. His shocked and devastated mom loses her sanity  and keeps on hoping that Amar will return one day. Then six months later  Amar does return home to his overjoyed mom  and is anxious to go to Rinku and tell her the good news. It is then his mom informs him that Rinku has married Ajit Verma  her dad's boss  shortly after she found out that Amar had drowned....,Amar lives a poor lifestyle with his widowed mom in India  he is unemployed  does not make enough effort to find a job  and spends most of his time with his sweetheart  Rinku Dayal. When ...                    ,,Raj Babbar|Dimple Kapadia|Asha Parekh|Rajiv Kapoor|Kulbhushan Kharbanda|Rajendra Nath|Madan Puri|Narendra Nath|Sudhir|Vikas Anand|Rama Vij|Geeta Khanna|,,
